id,App,sizeInMB,price,RatingNum,Rating,ver,Category,sup_devices.num,lang.num
286070473,Mileage Log | Fahrtenbuch,67.905,5.99,8,4.5,9.0.5,Business,37,3
286799607,Cleartune - Chromatic Tuner,10.894,3.99,3241,4.0,2.1.3,Music,43,10
286906691,Lifesum – Inspiring healthy lifestyle app,179.308,0.0,5795,3.5,8.4.1,Health & Fitness,37,11
286911400,Hangman.,4.545,0.0,42316,3.0,2.0.6,Games,38,1
288113403,iTranslate - Language Translator & Dictionary,274.595,0.0,123215,3.5,10.5.4,Productivity,37,23
288120394,TouchOSC,4.066,4.99,782,4.0,1.9.8,Music,43,1
288419283,RadarScope,164.769,9.99,3449,4.0,3.4.1,Weather,37,1
288429040,LinkedIn,261.158,0.0,71856,3.5,9.1.32,Social Networking,37,23
289084315,Period Tracker Deluxe,38.354,1.99,13350,4.5,9.6,Health & Fitness,38,15
289446241,Election 2016 Map,2.276,0.99,137,3.0,5.0,Entertainment,37,1
289523017,Blackjack by MobilityWare,100.547,0.0,180087,3.5,5.5.3,Games,37,5
289894882,White Noise,42.085,0.99,33426,4.0,7.2,Health & Fitness,37,3
290638154,iHeartRadio – Free Music & Radio Stations,111.049,0.0,293228,4.0,8.0.0,Music,37,2
290807369,Line Rider iRide™,1.570,1.99,21609,3.5,2.4,Entertainment,40,1
290986013,Deliveries: a package tracker,28.626,4.99,4684,4.0,8.0.3,Utilities,37,9
291430598,Hurricane Pro,28.151,2.99,2104,4.5,5.2,Weather,37,1
292421271,Fieldrunners,63.774,2.99,41633,4.0,1.7.177604,Games,37,1
292628469,Juxtaposer,43.134,2.99,3610,4.5,3.8.2,Photo & Video,37,1
292738169,Deezer - Listen to your Favorite Music & Playlists,121.565,0.0,4677,3.0,6.19.0,Music,37,21
293118835,iStellar,42.192,3.99,30,3.5,2.9.0,Navigation,37,2
293523031,Sonos Controller,102.981,0.0,48905,4.5,7.2,Music,37,12
293573778,Avertinoo,7.672,4.99,32,3.0,3.9.2,Navigation,38,7
293622097,Google Earth,35.490,0.0,446185,3.5,7.1.6,Travel,43,30
293760823,iFart - The Original Fart Sounds App,57.526,1.99,21825,3.0,4.0.8,Entertainment,37,1
293778748,PAC-MAN,96.178,0.0,508808,3.0,6.3.5,Games,38,10
294056623,FOX Sports Mobile,69.378,0.0,57500,3.0,3.5.13,Sports,37,1
294536447,First Words Animals,30.675,1.99,2576,4.0,7.0,Games,38,1
294631159,WeatherPro,65.879,1.99,1572,4.0,4.8.2,Weather,37,13
294934058,HotSchedules,78.237,2.99,3292,3.0,4.56.1,Business,37,2
295430577,Star Walk - Find Stars And Planets in Sky Above,143.237,4.99,8932,4.5,7.2.3,Education,37,12
295646461,"The Weather Channel: Forecast, Radar & Alerts",190.481,0.0,495626,3.5,8.11,Weather,37,33
295759189,Big Day - Event Countdown,12.547,0.99,812,3.0,8.2.0,Lifestyle,38,7
295775656,12 Steps AA Companion - Alcoholics Anonymous,28.961,2.99,1583,3.5,2.5.9.2,Lifestyle,37,1
296581815,OpenTable - Restaurant Reservations,89.093,0.0,113936,4.5,10.18.0,Food & Drink,37,6
297244048,VLC Remote,30.046,4.99,2027,4.0,9.30,Entertainment,37,33
297332787,gFlashPro - Flashcards & Tests,24.793,3.99,768,4.0,7.1,Education,37,3
297368629,Lose It! – Weight Loss Program and Calorie Counter,173.621,0.0,373835,4.0,8.0.2,Health & Fitness,37,1
297430070,Target,132.326,0.0,108131,3.0,8.21.0,Shopping,37,1
297606726,Fish Tycoon,12.936,0.99,18943,3.5,1.1.0,Games,47,1
297606951,"Amazon App: shop, scan, compare, and read reviews",127.495,0.0,126312,3.5,9.10.0,Shopping,37,8
297694601,Touchgrind,52.648,4.99,35735,4.0,1.5.1,Games,40,0
298127110,ProPresenter Remote,44.749,4.99,410,3.0,4.8.1,Utilities,37,1
298206806,iReal Pro - Music Book & Play Along,60.352,12.99,1390,4.5,7.0.1,Music,37,33
298596830,NRJ Radio,50.951,0.0,38,3.5,5.2.6,Music,37,4
298867247,Chase Mobile℠,37.676,0.0,233270,4.5,2.610,Finance,37,2
299029654,大辞林,200.356,21.99,64,4.5,4.1.1,Reference,37,2
299515267,Allrecipes Dinner Spinner,34.713,0.0,109349,3.5,6.3,Food & Drink,37,1
299853944,新浪新闻-阅读最新时事热门头条资讯视频,109.810,0.0,2229,3.5,6.2.1,News,37,1
299949744,MotionX GPS,53.865,1.99,14970,3.5,24.2,Navigation,37,1
300048137,AccuWeather - Weather for Life,173.513,0.0,144214,3.5,10.4.1,Weather,37,43
300238550,"Mint: Personal Finance, Budget, Bills & Money",155.346,0.0,232940,4.0,5.9.0,Finance,37,1
300255638,ABC News - US & World News + Live Video,93.563,0.0,48407,3.0,5.16,News,37,1
300265786,Rowmote: Remote Control for Mac,51.583,0.99,5531,3.5,4.3,Utilities,40,13
300590611,Peekaboo Barn,47.832,1.99,3393,4.0,5.1.0,Education,43,1
300704847,Speedtest by Ookla,22.827,0.0,65016,3.5,3.8.2,Utilities,38,17
301387274,Pocket God,138.562,0.99,187529,4.0,1.48.2,Entertainment,43,1
301521403,Nike+ Training Club - Workouts & Fitness Plans,133.865,0.0,33969,3.5,5.4.1,Health & Fitness,37,17
301724680,Citi Mobile®,268.216,0.0,48822,3.5,8.5.0,Finance,37,1
302049354,Phase 10 Pro - Play Your Friends!,63.605,1.99,59155,4.5,3.2.0,Games,40,1
302584613,"Kindle – Read eBooks, Magazines & Textbooks",161.884,0.0,252076,3.5,5.11,Book,37,9
303058767,MASH,39.760,1.99,4913,4.0,3.3.2,Games,37,15
303191318,同花顺-炒股、股票,117.193,0.0,1744,3.5,10.10.46,Finance,37,1
303337299,Wedding Dash Deluxe,53.219,0.99,16567,4.5,2.29.13,Games,43,1
303849934,Beer Pong Game,180.203,0.0,187315,2.0,17.05.15,Games,37,9
304731501,Tempo - Metronome with Setlists,21.158,2.99,4781,4.5,3.9.2,Music,37,10
304770340,Skat,63.096,3.99,94,4.5,11.0.10,Games,37,1
304871603,Color Splash,26.832,0.99,29554,4.0,3.6.1,Photo & Video,37,3
304871622,Zombieville USA,26.667,0.99,32988,4.0,1.7,Games,47,1
304878510,Skype for iPhone,127.066,0.0,373519,3.5,6.35.1,Social Networking,37,32
305343404,Tumblr,144.552,0.0,334293,4.0,8.6,Social Networking,37,16
305557780,iSwap Faces,25.815,1.99,2302,3.5,5.1,Photo & Video,37,1
305939712,Match™ - #1 Dating App.,96.568,0.0,60659,3.0,17.05.01,Social Networking,37,10
306169895,Tozzle - Toddler's favorite puzzle,160.400,2.99,2562,4.0,5.1,Games,37,4
306257910,HomeBudget with Sync,16.676,4.99,3042,3.5,3.3.0,Finance,37,11
306375551,Wind Meter,4.992,0.99,338,2.5,5.0,Weather,43,1
306468004,Map My Run+ - GPS Running & Workout Tracker,226.892,2.99,16434,4.5,17.5.5,Health & Fitness,37,9
306561234,Map My Ride+ - GPS Cycling & Route Tracker,222.696,2.99,10046,4.5,17.5.5,Health & Fitness,37,9
306621789,"HuffPost - News, Politics & Entertainment",105.306,0.0,29107,3.0,11.2,News,37,10
306628397,Phrase Party!,45.562,1.99,878,4.0,8.7.5,Games,38,1
306937053,Minesweeper Classic,21.229,0.99,1140,3.5,3.6,Games,37,1
307132353,Sally's Spa,411.770,2.99,35074,4.5,3.3.0,Games,43,6
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",114.782,0.0,59639,3.0,10.2.2,Sports,37,1
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,86.621,4.99,2913,4.0,7.4,Health & Fitness,43,1
307354030,iSwap Faces LITE,29.370,0.0,39722,3.0,5.1,Photo & Video,37,1
307386350,DIRECTV,144.384,0.0,81006,3.5,4.9.705,Entertainment,37,1
307569751,NYTimes Crossword - Daily Word Puzzle Game,44.709,0.0,53465,3.5,2.8.1,Games,37,1
307727765,Doodle Jump,46.483,0.99,395261,4.5,3.17.6,Games,37,1
307741537,LEDit – The LED Banner App,16.352,1.99,2021,4.5,3.5.1,Utilities,37,12
307764057,niconico,24.613,0.0,182,3.0,6.52,Entertainment,37,3
307906541,Fandango Movies - Times + Tickets,78.129,0.0,291787,4.0,8.6,Entertainment,37,1
308111628,iCab Mobile (Web Browser),18.551,1.99,2441,4.0,9.9,Utilities,38,12
308339980,iRagdoll - Ragdoll Physics,113.186,0.99,1372,4.0,1.8.3,Games,37,1
308368164,Proloquo2Go - Symbol-based AAC,690.235,249.99,773,4.0,5.0.1,Education,37,3
308750436,Dictionary.com Dictionary & Thesaurus,106.120,0.0,200047,4.0,7.1.3,Reference,37,1
308834491,20 Minutes.fr - l'actualité en continu,104.538,0.0,112,3.5,5.0.11,News,37,17
309025938,The Masters Tournament,115.133,0.0,148160,4.5,9.0.701,Sports,37,1
309172177,myAT&T,65.318,0.0,108507,3.0,5.3,Utilities,37,2
309187846,SFR TV,116.495,0.0,46,3.0,7.3.0,Entertainment,37,1
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",116.649,0.0,51427,4.0,7.7.0,Photo & Video,37,1
309527804,StickWars,16.223,0.99,53821,3.5,1.8.9,Games,43,1
309735670,Indeed Job Search,3.521,0.0,38681,4.0,4.3,Business,37,28
310303959,World Cup Table Tennis™,29.934,0.99,17776,4.0,4.6.1,Games,37,11
310633997,WhatsApp Messenger,128.788,0.0,287589,4.5,2.17.22,Social Networking,12,35
310636441,"iStudiez Pro – Homework, Schedule, Grades",53.229,2.99,7308,4.0,1.9.1,Productivity,37,30
310738695,Zillow Real Estate - Homes for Sale & for Rent,126.488,0.0,342969,4.5,10.4.5,Lifestyle,37,1
310951782,2XL Supercross,258.188,4.99,6093,4.0,1.2.1,Games,37,7
311466554,Pocket Tanks Deluxe,37.982,4.99,5452,4.5,2.3.1,Games,38,1
311548709,Wells Fargo Mobile,54.673,0.0,43064,3.0,3.55,Finance,37,2
311762416,radio.de - Der Radioplayer,38.831,0.0,64,4.5,4.0.5,Music,37,14
311785642,AutoScout24 - mobile used & new car market,134.599,0.0,220,4.5,9.1.10,Productivity,37,13
311972587,Sky Burger - Build & Match Food Free,139.454,0.0,114096,4.5,3.0.3,Games,37,3
312220102,MindNode – Delightful Mind Mapping,49.872,9.99,1296,4.0,4.5.3,Productivity,37,13
312266675,Packing Pro,15.576,2.99,1293,4.0,12.2,Travel,37,11
312325565,USAA Mobile,156.768,0.0,19946,4.0,7.32.3,Finance,37,1
312343159,The Moron Test,43.595,0.0,88613,4.0,6.3.1,Entertainment,37,1
313199385,Sunday Lawn,15.341,0.99,107727,3.5,1.41.1,Games,37,1
314303518,Peggle Classic,213.438,0.99,21416,4.5,1.7.2,Games,43,5
314506629,SmartGo Player,21.133,2.99,533,4.0,2.5.1,Games,37,9
314652382,I Am T-Pain 2.0,19.591,2.99,32650,3.5,2.0.4,Music,43,1
314716233,TextNow - Unlimited Text + Calls,124.586,0.0,164963,3.5,8.5.1,Social Networking,37,3
314819528,Boating Weather,8.488,1.99,141,3.0,4.5,Weather,40,1
314855255,Best Buy,172.139,0.0,80424,4.0,10.11.0,Shopping,37,2
314864297,I Dig It,18.934,0.99,17190,4.0,1.12,Games,40,1
315021242,Unblock Me,40.938,0.99,7973,4.0,1.5.95,Games,40,15
316025912,Sonic The Hedgehog,34.993,2.99,19621,4.0,2.1.2,Games,37,1
316227296,10 Pin Shuffle Pro Bowling,34.950,3.99,7315,4.0,2.01,Games,37,6
316391924,Sky News,87.449,0.0,118,3.0,4.6,News,37,1
317469184,"ESPN: Get scores, news, alerts & watch live sports",49.151,0.0,290996,3.5,5.7.1,Sports,37,2
317809458,LiveATC Air Radio,7.918,3.99,2785,4.0,1.9.0,Travel,37,26
317904170,The Sims 3,410.202,6.99,54408,3.5,1.4.10,Games,37,8
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",66.720,9.99,8138,4.0,2.89,Games,37,13
318592730,Guess My Age  Math Magic,0.732,0.0,123190,3.0,1.1,Education,47,1
318639200,Crush the Castle,12.395,0.99,23810,3.5,1.5,Games,45,1
319204550,2016 U.S. Open Golf Championship,133.081,0.0,54192,4.0,8.0.263,Sports,37,1
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",124.354,0.0,20953,4.0,8.1,Sports,37,1
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,97.204,9.99,71609,4.5,11.9,Music,37,14
319740707,NBC News,50.498,0.0,32881,3.5,5.11.0,News,37,1
319881193,"Grindr - Gay and same sex guys chat, meet and date",76.685,0.0,23201,2.5,3.9.1,Social Networking,37,5
320029256,Whole Foods Market,130.951,0.0,17906,3.0,8.3.17,Shopping,37,1
320279293,NAVIGON Europe,137.723,74.99,927,3.5,2.17,Navigation,37,21
320300350,Virtual Families,26.461,1.99,18920,3.5,1.1.2,Games,47,1
320596872,Sparkasse+,114.105,0.99,30,3.0,3.1.3,Finance,37,3
320599923,Sparkasse - Your mobile branch,114.035,0.0,77,3.0,3.1.3,Finance,37,3
320606217,Sleep Cycle alarm clock,75.642,0.0,104539,4.5,5.4.1,Health & Fitness,37,13
320636131,FACEinHOLE®,12.225,0.99,4016,4.0,5.7,Photo & Video,37,1
320650307,Harvest - Select the Best Produce,17.324,1.99,299,4.0,3.1,Food & Drink,38,1
321369231,WORMS,242.075,1.99,5758,4.0,2.6,Games,40,1
321756558,Pixel Starships™ : 8Bit MMORPG,65.883,0.0,5565,4.5,0.39,Games,37,17
322423174,Traffic Rush,8.177,0.99,213092,3.5,1.45.1,Games,37,1
322439990,MyRadar NOAA Weather Radar Forecast,121.388,0.0,150158,4.5,5.1.4,Weather,37,8
322523436,Resident Evil 4: PLATINUM,77.605,4.99,6046,4.0,1.04.10,Games,47,1
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",89.778,0.0,345046,4.5,4.24,Navigation,37,36
323242790,Cartoon Wars,12.605,0.99,35930,3.5,114,Games,43,1
323438913,Moto X Mayhem,20.037,0.99,22557,4.0,1.8.7,Games,47,1
324266640,Fantasy Football Manager - FFM for FPL,34.331,0.99,292,3.0,9.3,Sports,37,1
324684580,Spotify Music,126.372,0.0,878563,4.5,8.4.3,Music,37,18
324887734,McDo France,35.287,0.0,22,3.5,4.0.16,Food & Drink,37,30
325462190,PGA Championship 2016 – Baltusrol Golf Club,61.176,0.0,10472,3.5,8.1,Sports,37,1
325658560,BFMTV : l'info en continu,96.110,0.0,115,4.0,5.0.3,News,37,1
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",117.987,1.99,13915,4.5,5.1.4,Weather,37,8
325954996,Spider:  The Secret of Bryce Manor,120.461,1.99,6780,4.0,1.5,Games,38,5
325962257,My Measures PRO,76.182,7.99,1701,4.0,6.06,Productivity,37,21
326082487,Food Additives Checker (E Numbers),6.121,1.99,6,3.5,4.1.2,Health & Fitness,37,8
326161564,SFR Mon Compte,70.661,0.0,19,3.0,6.4.0,Utilities,37,1
326574411,Baby Connect (Activity Log),12.338,4.99,3483,4.5,5.4.3,Medical,37,14
326876192,Epson iPrint,50.915,0.0,2838,3.0,6.3.1,Photo & Video,37,12
326885152,Mad Libs,113.009,0.0,117889,3.0,3.3.3,Entertainment,38,1
326979430,BATTLE BEARS: Zombies!,98.417,0.99,50710,3.5,1.6.7,Games,45,1
327193945,Hurricane Tracker,23.437,2.99,3960,4.5,5.0,Weather,37,1
327243363,NFL Sunday Ticket,91.642,0.0,24258,3.0,2.6.042,Entertainment,37,1
327455869,2016 US Open Tennis Championships,74.101,0.0,37522,4.0,8.0.353,Sports,37,1
327630330,Dropbox,172.429,0.0,49578,3.5,50.2,Productivity,37,20
328011357,Wa Kingyo - Goldfish Pond,53.785,0.99,626,4.0,2.0.3,Entertainment,38,2
328205875,Monkey Preschool Lunchbox,218.651,1.99,9286,4.0,4.02,Games,38,1
328415391,Yahoo Fantasy Sports,124.932,0.0,190670,3.5,9.1.0,Sports,37,45
329127297,Gaia GPS Classic,50.638,19.99,2429,4.5,10.9.13,Navigation,37,16
329174056,iLoan Calc (Loan calculator),3.219,3.99,0,0.0,5.1.0,Finance,37,3
329541503,Geocaching®,103.155,0.0,12811,3.5,5.3,Navigation,37,22
329670577,Camera+,85.056,1.99,32338,4.0,9.1,Photo & Video,37,10
329703516,Alter Ego,13.016,4.99,262,4.0,1.3.0,Games,40,1
329887910,Parking Mania,117.821,0.99,9657,4.5,2.5.0,Games,38,12
329981776,Sudoku⁺,1.534,2.99,18332,4.5,3.4,Games,37,2
330376830,Period Tracker Lite,47.846,0.0,53620,4.0,9.5.1,Health & Fitness,38,15
330803072,Camera Plus: For Macro Photos & Remote Photography,96.494,0.99,38533,2.5,4.5.4,Photo & Video,37,11
331004675,The perfect Egg timer,14.619,0.99,40,3.5,1.8.9,Food & Drink,37,7
331177703,Letter Quiz - alphabet tracing for kids,30.370,1.99,472,4.0,2.4,Games,37,1
331177714,Starbucks,128.777,0.0,303856,4.5,4.3.5,Food & Drink,37,2
331259725,央视影音-海量央视内容高清直播,52.117,0.0,2070,2.5,6.2.0,Sports,37,1
331271904,Bloons TD,8.042,2.99,7941,4.0,1.2.1,Games,47,1
331308914,Weight Watchers,220.032,0.0,136833,3.5,5.9.0,Health & Fitness,37,6
331786748,"CNN: Breaking US & World News, Live Video",76.496,0.0,112886,3.5,5.3,News,37,1
331804452,Gilt,141.336,0.0,26353,3.5,5.1.3,Shopping,37,2
332568551,TRUTH or DARE!!! - FREE,19.832,0.0,171055,3.0,5,Entertainment,38,1
333180061,Canabalt,26.641,2.99,4540,4.0,2.31,Games,43,15
333206289,Alipay - Makes Life Easy,198.659,0.0,1926,3.0,10.0.15,Lifestyle,38,3
333246187,Scanner911 Pro,32.246,3.99,14345,4.0,4.0,News,37,1
333263435,Daily Teachings,19.358,4.99,1340,4.5,1.7.3,Lifestyle,38,1
333710667,Scanner Pro - PDF document scanner app with OCR,96.651,3.99,31912,4.5,7.1.3,Business,37,9
333903271,Twitter,200.814,0.0,354058,3.5,6.79.1,News,37,33
334235181,"Trainline UK: Live Train Times, Tickets & Planner",105.094,0.0,248,4.0,22,Travel,37,1
334256223,CBS News - Watch Free Live Breaking News,74.432,0.0,11691,3.5,3.5.1,News,37,1
334264405,iOvilus,9.485,1.99,381,3.0,iOV 2.1.3,Entertainment,38,1
334503000,The Impossible Quiz!,42.584,0.0,18884,4.0,1.62,Entertainment,37,1
334989259,WolframAlpha,28.963,2.99,7410,4.0,1.7.3,Reference,37,1
335029050,Catan,358.745,1.99,15175,4.0,4.6.2,Games,38,6
335047649,ScanBizCards Business Card Reader,92.330,0.99,3166,4.0,6.08,Business,37,5
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",161.303,0.0,88885,4.5,6.5,Shopping,37,1
335545504,King of Dragon Pass,347.605,9.99,882,5.0,2.3.2,Games,43,1
335709058,Stylebook,42.091,3.99,1729,4.0,7.0,Lifestyle,37,3
335744614,NBA,106.883,0.0,43682,3.5,2013.4.3,Sports,37,1
335862325,Blower,94.359,0.99,861,2.0,4.2,Entertainment,40,1
335875911,My Cycles Period and Ovulation Tracker,74.088,0.0,7469,3.5,5.10.3,Health & Fitness,37,2
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",90.119,0.0,4186,3.5,17.0,Shopping,37,1
336141475,优酷视频,195.465,0.0,4885,3.5,6.7.0,Entertainment,38,2
336347946,DOOM Classic,31.277,4.99,3970,4.0,2.7,Games,40,5
336353151,SoundCloud - Music & Audio,100.145,0.0,135744,4.0,5.6.0,Music,37,7
336435697,imo video calls and chat,21.518,0.0,18841,4.0,7.0.84,Social Networking,38,29
336477530,Plane Finder - Flight Tracker,50.194,3.99,1438,4.0,9.4.1,Navigation,37,10
336599882,"Runtastic Running, Jogging and Walking Tracker",144.375,0.0,10298,4.5,7.3,Health & Fitness,37,15
336683524,iFiles,45.131,0.99,1842,3.5,1.17.11,Productivity,38,1
336689375,TeachMe: Kindergarten,57.074,1.99,2548,4.0,4.2.2,Education,37,1
336834650,Moorhuhn Deluxe - Crazy Chicken,26.520,0.99,319,3.0,2.8.0,Games,38,5
336860594,Victoria’s Secret – The Sexiest Bras & Lingerie,58.151,0.0,34507,3.5,5.2.1,Shopping,37,1
337021781,MONOPOLY Game,185.382,0.99,26482,3.5,1.4.04,Games,37,6
337056601,n-tv Nachrichten,47.179,0.0,273,3.0,5.25,News,37,1
337288863,Shazam Encore,140.303,2.99,8331,4.0,11.0.2,Music,37,15
337402021,Harry Potter: Spells,119.602,0.99,17023,4.0,2.2,Games,40,1
337462979,First Words Deluxe,60.384,4.99,1101,4.0,7.0,Games,38,1
337571576,Clay Hunt,14.604,0.99,1193,4.0,3.5.3,Games,40,1
337710261,Dream Team - be your own fantasy football manager,66.582,0.0,35,2.5,12.8.0,Sports,37,1
337866370,Jet Car Stunts,31.327,1.99,4088,4.0,1.5.0,Games,47,1
338057689,Call of Duty: Zombies,50.374,4.99,63943,4.0,1.5.0,Games,47,1
338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",139.721,0.0,70286,3.0,17.8,Shopping,37,1
338761996,AirWatch Agent,23.601,0.0,1150,2.5,5.5,Business,37,19
338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,85.370,0.0,54630,2.5,12.0,Shopping,37,1
339440515,Voice Changer Plus,38.836,0.0,98777,3.0,5.01,Entertainment,37,12
339462921,CatPaint,69.936,0.99,649,4.0,3.5.1,Photo & Video,37,1
339532909,Redbox,80.020,0.0,60236,3.0,5.24,Entertainment,37,1
340368403,クックパッド - No.1料理レシピ検索アプリ,73.094,0.0,115,3.5,17.5.1.0,Food & Drink,37,1
340769953,Trenches,35.610,0.99,26732,4.0,1.9.3,Games,43,1
340779800,The Christmas List,24.927,1.99,2722,4.5,2.1,Shopping,37,1
341036067,Macy's,102.822,0.0,11013,3.5,5.11.0,Shopping,37,1
341232718,Calorie Counter & Diet Tracker by MyFitnessPal,145.627,0.0,507706,4.5,7.16,Health & Fitness,37,19
341329033,BlaBlaCar - Trusted Carpooling,106.835,0.0,397,4.5,4.10.1,Travel,37,16
341691394,Refills Calendar - Scheduler - Note,34.203,9.99,196,4.0,4.0.1,Productivity,38,2
341776037,5-0 Radio Pro Police Scanner (Extra Feeds),47.297,3.99,24553,4.0,39.1,News,38,26
342115564,Hipstamatic,108.797,2.99,12557,3.5,337,Photo & Video,37,15
342138881,Sing Karaoke Songs Unlimited with StarMaker,87.039,0.0,26227,4.0,6.0.3,Music,37,14
342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8.413,4.99,28388,5.0,2.8.2,Business,38,9
342602105,Positivity with Andrew Johnson,66.293,2.99,282,4.0,3.38,Health & Fitness,38,1
342699962,Rat On A Scooter XL,7.407,0.99,19296,4.0,1.24.1,Games,37,1
342792525,IMDb Movies & TV - Trailers and Showtimes,84.594,0.0,183425,4.5,7.11,Entertainment,37,10
343200656,Angry Birds,167.814,0.0,824451,4.5,7.4.0,Games,38,10
343555245,DB Navigator,80.863,0.0,512,3.5,17.04.00,Travel,38,2
343638336,Video Calls with Santa,26.700,2.99,315,3.5,5.1,Lifestyle,37,31
343889987,Voyages-sncf.com : book train and bus tickets,125.373,0.0,268,3.5,38.0,Travel,37,6
344065205,The Font Game,5.164,1.99,438,4.5,2.1,Games,45,1
344176018,ImmobilienScout24: Real Estate Search in Germany,120.990,0.0,187,3.5,9.5,Navigation,37,3
344186162,Grand Theft Auto: Chinatown Wars,838.169,4.99,15142,4.0,4.4,Games,38,6
344542975,Southwest Airlines,84.661,0.0,30552,3.0,4.5.1,Travel,37,1
345445479,The Sims 3 World Adventures,775.106,2.99,9744,3.5,1.2.21,Games,37,6
345542655,Star Chart,27.291,0.0,13482,4.5,3.98,Education,38,8
346184215,TaxCaster – Free tax refund calculator,6.782,0.0,17516,3.5,7.2,Finance,37,1
346453382,Glow Hockey 2 FREE,32.479,0.0,186653,3.5,2.2.9,Games,43,1
346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",20.457,0.99,10031,4.0,4.1,Entertainment,43,1
346997126,TV SPIELFILM - TV Programm mit Live TV,93.345,0.0,81,3.0,5.2,Entertainment,37,1
347310316,All-in-1 Logic GameBox,21.266,0.99,9854,4.0,1.19,Games,47,1
347393479,Roadside America,9.758,2.99,1093,4.0,1.9.0,Travel,38,1
347400507,Pocket Yoga,126.343,2.99,4475,4.5,5.3.2,Health & Fitness,37,2
347411942,Sonic the Hedgehog 2,44.997,2.99,9405,4.0,3.1.10,Games,37,1
347418999,Simply Being - Guided Meditation for Relaxation and Presence,95.414,1.99,2417,4.5,6.0,Health & Fitness,38,1
347803339,CamCard - Business card scanner & reader,166.740,0.99,2923,4.5,7.9.5,Business,37,7
348530331,This American Life,13.090,2.99,8657,3.5,3.0.8,Entertainment,38,1
348543978,Timetracks - Slit-Scan Camera,10.843,0.99,70,2.0,2.2.0,Photo & Video,37,5
348684697,franceinfo - l'actualité & les élections en direct,148.638,0.0,162,4.0,5.2.0,News,37,2
349079731,DOUBUTSU URANAI®-Animal Fortune-,36.925,0.99,5,4.0,2.9.5,Lifestyle,40,2
349276209,Doodle Army,17.051,0.99,12354,4.0,3.1.0,Games,47,1
349442137,Ameba,92.159,0.0,269,3.0,8.6.1,Social Networking,37,1
350480010,eBook: War and Peace,7.667,3.99,0,0.0,7.1,Book,37,1
350642635,Plants vs. Zombies,100.498,0.99,426463,5.0,1.9.13,Games,38,5
